[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, Displex AC Transport Measurement Program, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Time(s),Temp(K),R1(Ohm),R2(Ohm),R3(Ohm),R4(Ohm)
3867338571.00,27787.43,194.933000,,0.884090000,,
3867338584.20,27800.63,195.026600,,,0.046555700,
3867338597.41,27813.84,195.118550,,,,0.071086000
3867338610.76,27827.19,195.209650,1.543560000,,,
3867338624.02,27840.45,195.302750,,0.882530000,,
3867338637.23,27853.66,195.400500,,,0.047201400,
3867338650.43,27866.86,195.498000,,,,0.071198000
3867338663.68,27880.11,195.585950,1.540050000,,,
3867338676.95,27893.38,195.674150,,0.880950000,,
3867338690.15,27906.58,195.769300,,,0.047582000,
3867338703.36,27919.79,195.861750,,,,0.071203000
3867338716.60,27933.03,195.952400,1.536750000,,,
3867338729.87,27946.30,196.038800,,0.879490000,,
3867338743.08,27959.51,196.140450,,,0.047948200,
3867338756.28,27972.71,196.235250,,,,0.071365000
3867338769.54,27985.97,196.333700,1.533340000,,,
3867338782.79,27999.22,196.421250,,0.878090000,,
3867338796.00,28012.43,196.514400,,,0.048616800,
3867338809.21,28025.64,196.601800,,,,0.071782000
3867338822.46,28038.89,196.695450,1.530080000,,,
3867338835.72,28052.15,196.785900,,0.876800000,,
3867338848.92,28065.35,196.878950,,,0.047725500,
3867338862.13,28078.56,196.976250,,,,0.071576000
3867338875.38,28091.81,197.073500,1.526800000,,,
3867338888.64,28105.07,197.164450,,0.875330000,,
3867338901.85,28118.28,197.253250,,,0.047905600,
3867338915.05,28131.48,197.348500,,,,0.071058000
3867338928.30,28144.73,197.439900,1.522930000,,,
3867338941.56,28157.99,197.535900,,0.873950000,,
3867338954.77,28171.20,197.625850,,,0.047478700,
3867338967.98,28184.41,197.717700,,,,0.071155000
3867338981.22,28197.65,197.809750,1.519540000,,,
3867338994.49,28210.92,197.904800,,0.872530000,,
3867339007.70,28224.13,197.991700,,,0.048058100,
3867339020.90,28237.33,198.086600,,,,0.071026000
3867339034.15,28250.58,198.181950,1.516520000,,,
3867339047.41,28263.84,198.278200,,0.870980000,,
3867339060.62,28277.05,198.371350,,,0.048629300,
3867339073.82,28290.25,198.460500,,,,0.071036000
3867339087.21,28303.64,198.552400,1.513170000,,,
3867339100.44,28316.87,198.643900,,0.869490000,,
3867339113.64,28330.07,198.736650,,,0.047936800,
3867339126.85,28343.28,198.831850,,,,0.071574000
3867339140.10,28356.53,198.924550,1.509970000,,,
3867339153.36,28369.79,199.020200,,0.867950000,,
3867339166.57,28383.00,199.114100,,,0.048543800,
3867339179.77,28396.20,199.199600,,,,0.071575000
3867339193.18,28409.61,199.294050,1.506970000,,,
3867339206.39,28422.82,199.389300,,0.866570000,,
3867339219.59,28436.02,199.481400,,,0.048565200,
3867339232.80,28449.23,199.578500,,,,0.071774000
3867339246.05,28462.48,199.670750,1.503890000,,,
3867339259.31,28475.74,199.764650,,0.864930000,,
3867339272.52,28488.95,199.852100,,,0.048516300,
3867339285.72,28502.15,199.942250,,,,0.072135000
3867339299.02,28515.45,200.038000,1.500860000,,,
3867339312.23,28528.66,200.127450,,0.863620000,,
3867339325.44,28541.87,200.229700,,,0.049147300,
3867339338.64,28555.07,200.323900,,,,0.071749000
3867339351.89,28568.32,200.410450,1.498130000,,,
3867339365.16,28581.59,200.497300,,0.862130000,,
3867339378.36,28594.79,200.591300,,,0.048483500,
3867339391.57,28608.00,200.689650,,,,0.072017000
3867339404.93,28621.36,200.786950,1.494820000,,,
3867339418.18,28634.61,200.881100,,0.860720000,,
3867339431.39,28647.82,200.968150,,,0.048422000,
3867339444.59,28661.02,201.053150,,,,0.071999000
3867339457.86,28674.29,201.148150,1.491870000,,,
3867339471.11,28687.54,201.248100,,0.859130000,,
3867339484.31,28700.74,201.343250,,,0.047993300,
3867339497.52,28713.95,201.436000,,,,0.072100000
3867339510.95,28727.38,201.527400,1.488680000,,,
3867339524.13,28740.56,201.612750,,0.857340000,,
3867339537.34,28753.77,201.712350,,,0.048507000,
3867339550.54,28766.97,201.802950,,,,0.072284000
3867339563.80,28780.23,201.894600,1.485490000,,,
3867339577.05,28793.48,201.991400,,0.855720000,,
3867339590.26,28806.69,202.084000,,,0.048381200,
3867339603.46,28819.89,202.172550,,,,0.072477000
3867339616.93,28833.36,202.270150,1.482530000,,,
3867339630.18,28846.61,202.363000,,0.854300000,,
3867339643.39,28859.82,202.453100,,,0.049812500,
3867339656.59,28873.02,202.546000,,,,0.072831000
3867339669.83,28886.26,202.639950,1.479330000,,,
3867339683.10,28899.53,202.737800,,0.852810000,,
3867339696.31,28912.74,202.825700,,,0.048804800,
3867339709.51,28925.94,202.915350,,,,0.072902000
3867339722.93,28939.36,203.009850,1.476380000,,,
3867339736.13,28952.56,203.103800,,0.851370000,,
3867339749.33,28965.76,203.195950,,,0.048553100,
3867339762.54,28978.97,203.295300,,,,0.072581000
3867339775.79,28992.22,203.382250,1.473580000,,,
3867339789.05,29005.48,203.476350,,0.850000000,,
3867339802.26,29018.69,203.573200,,,0.049434100,
3867339815.46,29031.89,203.661750,,,,0.073185000
3867339828.85,29045.28,203.755500,1.470820000,,,
3867339842.07,29058.50,203.850000,,0.848600000,,
3867339855.28,29071.71,203.940050,,,0.048852100,
3867339868.49,29084.92,204.029000,,,,0.073298000
3867339881.74,29098.17,204.124300,1.468050000,,,
3867339895.00,29111.43,204.220950,,0.847230000,,
3867339908.20,29124.63,204.311800,,,0.048962100,
3867339921.41,29137.84,204.405600,,,,0.073118000
3867339934.73,29151.16,204.503450,1.464970000,,,
3867339947.92,29164.35,204.594700,,0.845580000,,
3867339961.13,29177.56,204.680900,,,0.049125900,
3867339974.33,29190.76,204.771700,,,,0.073525000
3867339987.59,29204.02,204.867600,1.462570000,,,
3867340000.85,29217.28,204.963250,,0.844120000,,
3867340014.05,29230.48,205.052350,,,0.049009900,
3867340027.26,29243.69,205.150850,,,,0.073794000
3867340040.50,29256.93,205.242200,1.459490000,,,
3867340053.77,29270.20,205.331550,,0.842580000,,
3867340066.98,29283.41,205.423900,,,0.050408300,
3867340080.18,29296.61,205.513350,,,,0.073648000
3867340093.43,29309.86,205.617200,1.456720000,,,
3867340106.69,29323.12,205.705150,,0.841020000,,
3867340119.90,29336.33,205.791050,,,0.048929300,
3867340133.10,29349.53,205.888750,,,,0.073657000
3867340146.36,29362.79,205.987450,1.453810000,,,
3867340159.62,29376.05,206.075550,,0.839540000,,
3867340172.82,29389.25,206.165350,,,0.049346600,
3867340186.03,29402.46,206.262050,,,,0.074522000
3867340199.28,29415.71,206.356900,1.451080000,,,
3867340212.54,29428.97,206.445500,,0.837900000,,
3867340225.75,29442.18,206.539600,,,0.049143900,
3867340238.95,29455.38,206.630950,,,,0.074878000
3867340252.20,29468.63,206.721500,1.448330000,,,
3867340265.47,29481.90,206.813950,,0.836490000,,
3867340278.67,29495.10,206.913950,,,0.047504300,
3867340291.88,29508.31,207.008150,,,,0.074931000
3867340305.12,29521.55,207.085750,1.446000000,,,
3867340318.39,29534.82,207.185400,,0.835190000,,
3867340331.59,29548.02,207.288150,,,0.049176000,
3867340344.80,29561.23,207.383750,,,,0.074924000
3867340358.04,29574.47,207.471050,1.443120000,,,
3867340371.31,29587.74,207.550950,,0.833500000,,
3867340384.52,29600.95,207.643200,,,0.049529100,
3867340397.73,29614.16,207.745000,,,,0.075077000
3867340411.04,29627.47,207.843300,1.440560000,,,
3867340424.24,29640.67,207.932550,,0.831920000,,
3867340437.44,29653.87,208.025800,,,0.048954700,
3867340450.65,29667.08,208.116450,,,,0.075362000
3867340463.90,29680.33,208.207950,1.437760000,,,
3867340477.16,29693.59,208.301300,,0.830340000,,
3867340490.37,29706.80,208.391650,,,0.049505500,
3867340503.57,29720.00,208.490750,,,,0.075711000
3867340516.93,29733.36,208.586350,1.435220000,,,
3867340530.19,29746.62,208.675300,,0.828930000,,
3867340543.39,29759.82,208.770500,,,0.049602500,
3867340556.60,29773.03,208.861900,,,,0.076199000
3867340569.85,29786.28,208.948600,1.432560000,,,
3867340583.11,29799.54,209.041400,,0.827590000,,
3867340596.32,29812.75,209.134550,,,0.049827500,
3867340609.52,29825.95,209.232250,,,,0.075690000
3867340622.97,29839.40,209.328200,1.430260000,,,
3867340636.23,29852.66,209.419900,,0.826060000,,
3867340649.44,29865.87,209.512200,,,0.050110000,
3867340662.65,29879.08,209.605350,,,,0.075790000
3867340675.90,29892.33,209.697250,1.428620000,,,
3867340689.16,29905.59,209.787600,,0.824620000,,
3867340702.36,29918.79,209.868100,,,0.049862400,
3867340715.57,29932.00,209.971450,,,,0.075146000
3867340728.97,29945.40,210.080550,1.426800000,,,
3867340742.18,29958.61,210.164250,,0.823140000,,
3867340755.39,29971.82,210.255500,,,0.050854200,
3867340768.59,29985.02,210.348450,,,,0.074882000
3867340781.84,29998.27,210.432950,1.425010000,,,
3867340795.11,30011.54,210.528150,,0.821560000,,
3867340808.31,30024.74,210.624900,,,0.049613400,
3867340821.52,30037.95,210.717600,,,,0.074902000
3867340834.99,30051.42,210.816850,1.423360000,,,
3867340848.23,30064.66,210.905950,,0.820090000,,
3867340861.44,30077.87,210.998600,,,0.049785700,
3867340874.64,30091.07,211.093200,,,,0.075940000
3867340887.94,30104.37,211.182650,1.421990000,,,
3867340901.16,30117.59,211.275400,,0.818710000,,
3867340914.36,30130.79,211.365050,,,0.049901000,
3867340927.57,30144.00,211.458300,,,,0.075893000
3867340940.92,30157.35,211.559800,1.420410000,,,
3867340954.18,30170.61,211.652450,,0.817290000,,
3867340967.38,30183.81,211.741000,,,0.050344700,
3867340980.59,30197.02,211.830450,,,,0.075774000
3867340993.84,30210.27,211.926450,1.419000000,,,
3867341007.10,30223.53,212.016650,,0.815950000,,
3867341020.31,30236.74,212.107500,,,0.050552100,
3867341033.51,30249.94,212.208000,,,,0.075570000
3867341046.92,30263.35,212.300600,1.417510000,,,
3867341060.12,30276.55,212.390300,,0.814600000,,
3867341073.33,30289.76,212.482150,,,0.049792500,
3867341086.54,30302.97,212.579000,,,,0.075734000
3867341099.80,30316.23,212.670700,1.416050000,,,
3867341113.05,30329.48,212.759950,,0.813180000,,
3867341126.26,30342.69,212.846550,,,0.050260400,
3867341139.46,30355.89,212.944750,,,,0.075630000
3867341152.93,30369.36,213.044500,1.414600000,,,
3867341166.17,30382.60,213.138250,,0.811740000,,
3867341179.38,30395.81,213.232150,,,0.050198800,
3867341192.59,30409.02,213.322900,,,,0.075758000
3867341205.83,30422.26,213.412350,1.413430000,,,
3867341219.10,30435.53,213.503550,,0.810300000,,
3867341232.30,30448.73,213.597550,,,0.050372900,
3867341245.51,30461.94,213.692900,,,,0.075818000
3867341258.94,30475.37,213.787250,1.412360000,,,
3867341272.12,30488.55,213.875000,,0.809020000,,
3867341285.33,30501.76,213.968600,,,0.051298400,
3867341298.54,30514.97,214.058450,,,,0.075922000
3867341311.78,30528.21,214.158150,1.410990000,,,
3867341325.05,30541.48,214.250450,,0.807730000,,
3867341338.25,30554.68,214.342750,,,0.051153500,
3867341351.46,30567.89,214.437900,,,,0.076036000
3867341364.83,30581.26,214.531850,1.409720000,,,
3867341378.07,30594.50,214.621100,,0.806550000,,
3867341391.28,30607.71,214.709200,,,0.050447700,
3867341404.48,30620.91,214.800600,,,,0.076358000
3867341417.74,30634.17,214.898100,1.408460000,,,
3867341430.99,30647.42,214.994600,,0.805130000,,
3867341444.20,30660.63,215.088300,,,0.050287000,
3867341457.41,30673.84,215.182350,,,,0.076467000
3867341470.72,30687.15,215.269200,1.407290000,,,
3867341483.92,30700.35,215.359800,,0.803830000,,
3867341497.12,30713.55,215.455800,,,0.051073400,
3867341510.33,30726.76,215.543200,,,,0.076795000
3867341523.58,30740.01,215.638200,1.406480000,,,
3867341536.84,30753.27,215.737550,,0.802640000,,
3867341550.05,30766.48,215.829900,,,0.051303000,
3867341563.25,30779.68,215.920900,,,,0.076886000
3867341576.51,30792.94,216.010050,1.405820000,,,
3867341589.77,30806.20,216.105200,,0.801450000,,
3867341602.97,30819.40,216.198750,,,0.051327100,
3867341616.18,30832.61,216.290100,,,,0.076716000
3867341629.44,30845.87,216.386300,1.404700000,,,
3867341642.69,30859.12,216.479950,,0.800240000,,
3867341655.90,30872.33,216.570250,,,0.051447100,
3867341669.10,30885.53,216.660000,,,,0.076988000
3867341682.36,30898.79,216.755500,1.404000000,,,
3867341695.62,30912.05,216.843150,,0.799380000,,
3867341708.82,30925.25,216.934850,,,0.050610700,
3867341722.03,30938.46,217.032500,,,,0.077195000
3867341735.28,30951.71,217.130950,1.403190000,,,
3867341748.54,30964.97,217.223300,,0.798230000,,
3867341761.75,30978.18,217.313350,,,0.050884000,
3867341774.95,30991.38,217.405650,,,,0.077235000
3867341788.20,31004.63,217.498550,1.402440000,,,
3867341801.46,31017.89,217.586450,,0.797120000,,
3867341814.67,31031.10,217.683400,,,0.050534200,
3867341827.87,31044.30,217.777100,,,,0.077507000
3867341841.15,31057.58,217.869500,1.401620000,,,
3867341854.39,31070.82,217.962400,,0.796230000,,
3867341867.59,31084.02,218.052450,,,0.050853400,
3867341880.80,31097.23,218.145700,,,,0.077809000
3867341894.06,31110.49,218.235150,1.401020000,,,
3867341907.31,31123.74,218.329850,,0.795350000,,
3867341920.52,31136.95,218.428000,,,0.051418400,
3867341933.72,31150.15,218.515000,,,,0.078469000
3867341947.14,31163.57,218.614150,1.400360000,,,
3867341960.33,31176.76,218.708200,,0.794490000,,
3867341973.54,31189.97,218.796650,,,0.051723700,
3867341986.75,31203.18,218.894500,,,,0.078481000
3867341999.99,31216.42,218.983300,1.400150000,,,
3867342013.26,31229.69,219.071500,,0.793640000,,
3867342026.47,31242.90,219.158700,,,0.050861500,
3867342039.67,31256.10,219.265750,,,,0.078495000
3867342053.04,31269.47,219.363000,1.399660000,,,
3867342066.28,31282.71,219.448350,,0.792640000,,
3867342079.49,31295.92,219.535400,,,0.051454800,
3867342092.69,31309.12,219.628100,,,,0.079046000
3867342105.95,31322.38,219.720050,1.399370000,,,
3867342119.21,31335.64,219.818500,,0.791820000,,
3867342132.41,31348.84,219.912800,,,0.051726100,
3867342145.62,31362.05,220.004900,,,,0.079281000
3867342159.03,31375.46,220.108200,1.399060000,,,
3867342172.23,31388.66,220.189750,,0.791000000,,
3867342185.44,31401.87,220.285300,,,0.053100200,
3867342198.64,31415.07,220.376000,,,,0.079622000
3867342211.90,31428.33,220.470400,1.398510000,,,
3867342225.16,31441.59,220.558350,,0.790270000,,
3867342238.36,31454.79,220.653300,,,0.051557000,
3867342251.57,31468.00,220.741950,,,,0.079140000
3867342264.94,31481.37,220.843250,1.397990000,,,
3867342278.18,31494.61,220.934950,,0.789390000,,
3867342291.39,31507.82,221.027150,,,0.052163000,
3867342304.59,31521.02,221.118500,,,,0.079690000
3867342317.84,31534.27,221.206700,1.397080000,,,
3867342331.10,31547.53,221.300200,,0.788790000,,
3867342344.31,31560.74,221.397700,,,0.053196700,
3867342357.52,31573.95,221.494300,,,,0.079622000
3867342370.97,31587.40,221.588150,1.396370000,,,
3867342384.23,31600.66,221.676900,,0.788060000,,
3867342397.43,31613.86,221.769900,,,0.053354800,
3867342410.64,31627.07,221.861300,,,,0.079884000
3867342423.92,31640.35,221.951800,1.395830000,,,
3867342437.15,31653.58,222.047100,,0.787480000,,
3867342450.36,31666.79,222.140350,,,0.053342500,
3867342463.56,31679.99,222.233450,,,,0.080207000
3867342476.98,31693.41,222.326150,1.395320000,,,
3867342490.18,31706.61,222.420700,,0.786690000,,
3867342503.38,31719.81,222.513650,,,0.053024700,
3867342516.59,31733.02,222.607000,,,,0.080147000
3867342529.84,31746.27,222.700000,1.394810000,,,
3867342543.10,31759.53,222.791900,,0.786140000,,
3867342556.31,31772.74,222.884550,,,0.053663400,
3867342569.51,31785.94,222.975500,,,,0.080155000
3867342582.94,31799.37,223.074150,1.394430000,,,
3867342596.12,31812.55,223.162950,,0.785700000,,
3867342609.33,31825.76,223.253700,,,0.053673700,
3867342622.54,31838.97,223.344400,,,,0.080397000
3867342635.78,31852.21,223.442500,1.393660000,,,
3867342649.05,31865.48,223.535200,,0.785340000,,
3867342662.25,31878.68,223.623900,,,0.053543000,
3867342675.46,31891.89,223.721250,,,,0.080493000
3867342688.97,31905.40,223.816750,1.392920000,,,
3867342702.17,31918.60,223.909900,,0.784890000,,
3867342715.38,31931.81,224.002000,,,0.053403400,
3867342728.58,31945.01,224.091200,,,,0.080589000
3867342741.83,31958.26,224.187000,1.392790000,,,
3867342755.09,31971.52,224.271100,,0.784140000,,
3867342768.30,31984.73,224.364650,,,0.053040800,
3867342781.51,31997.94,224.466250,,,,0.080656000
3867342794.92,32011.35,224.566300,1.392010000,,,
3867342808.12,32024.55,224.651500,,0.783430000,,
3867342821.33,32037.76,224.748350,,,0.052961400,
3867342834.53,32050.96,224.833050,,,,0.080533000
3867342847.78,32064.21,224.920850,1.391370000,,,
3867342861.04,32077.47,225.025600,,0.782770000,,
3867342874.25,32090.68,225.117500,,,0.053186500,
3867342887.46,32103.89,225.205750,,,,0.080648000
3867342900.92,32117.35,225.297500,1.390820000,,,
3867342914.17,32130.60,225.393150,,0.782440000,,
3867342927.37,32143.80,225.480400,,,0.053313300,
3867342940.58,32157.01,225.584250,,,,0.080621000
3867342953.83,32170.26,225.678450,1.390120000,,,
3867342967.09,32183.52,225.761300,,0.782330000,,
3867342980.30,32196.73,225.854050,,,0.053042300,
3867342993.50,32209.93,225.946650,,,,0.080847000
3867343006.94,32223.37,226.047400,1.389240000,,,
3867343020.21,32236.64,226.141250,,0.782560000,,
3867343033.42,32249.85,226.232700,,,0.052820000,
3867343046.63,32263.06,226.323400,,,,0.080666000
3867343059.88,32276.31,226.413550,1.389010000,,,
3867343073.14,32289.57,226.501050,,0.782360000,,
3867343086.35,32302.78,226.599650,,,0.052625300,
3867343099.55,32315.98,226.700000,,,,0.080807000
3867343112.93,32329.36,226.795300,1.388740000,,,
3867343126.16,32342.59,226.881400,,0.782590000,,
3867343139.37,32355.80,226.968950,,,0.053544000,
3867343152.58,32369.01,227.062800,,,,0.080799000
3867343165.83,32382.26,227.158700,1.388100000,,,
3867343179.09,32395.52,227.251500,,0.782800000,,
3867343192.29,32408.72,227.346000,,,0.053458900,
3867343205.50,32421.93,227.440150,,,,0.080431000
3867343218.94,32435.37,227.535750,1.387100000,,,
3867343232.21,32448.64,227.622150,,0.782870000,,
3867343245.42,32461.85,227.714900,,,0.053345400,
3867343258.62,32475.05,227.810700,,,,0.079875000
3867343271.88,32488.31,227.904300,1.386160000,,,
3867343285.14,32501.57,227.993600,,0.782680000,,
